customer_id,first_name,last_name,email,phone,address_line1,city,region,postal_code,country,customer_segment,signup_date
CUST100062,Michael,Roberts,michael.roberts62@example.com,(787)484-9912x1655,868 Brandon Dam,Lindahaven,New Jersey,20022,United States,Returning,2025-12-09
CUST100063,Donald,Velazquez,donald.velazquez63@example.com,226-794-9588x87947,169 Robles Stream Apt. 974,Lake Brett,New Mexico,22850,United States,Returning,2026-01-05
CUST100064,Cristina,Harvey,cristina.harvey64@example.com,(523)809-1307x5626,028 Ann Shore Suite 865,South Rhonda,Michigan,72102,United States,Loyalty,2024-07-26
CUST100065,Erica,Dillon,erica.dillon65@example.com,+1-749-973-3484x34437,441 Huang Locks Suite 240,Stephanieland,Minnesota,58484,United States,Loyalty,2023-09-26
CUST100066,Julie,Lewis,julie.lewis66@example.com,+1-548-242-1993,301 Rivera Mountains,Lake Kellitown,Oklahoma,21202,United States,New,2025-01-06
CUST100067,Denise,Gilmore,denise.gilmore67@example.com,873.445.4019x3802,7240 Kenneth Rapids,West Justinside,North Dakota,65239,United States,New,2022-09-11
CUST100068,Melissa,Mcdonald,melissa.mcdonald68@example.com,615.527.4205,668 Miller Skyway,East Tinafort,Massachusetts,33013,United States,Returning,2021-08-12
CUST100069,Jose,Young,jose.young69@example.com,001-445-849-9045x30174,145 Jeffrey Dale Suite 279,Robertside,New Mexico,99768,United States,New,2026-02-16
CUST100070,Laurie,Petersen,laurie.petersen70@example.com,001-539-418-7851x91088,8713 Davis Pass,Stokesmouth,Florida,67773,United States,New,2025-02-01
CUST100071,Stephen,Brown,stephen.brown71@example.com,340.264.0391x065,0462 Katie Stream,Brooksfurt,New Hampshire,49980,United States,VIP,2024-10-01
CUST100072,Christopher,Brandt,christopher.brandt72@example.com,+1-525-212-8682,7868 Morrow Gateway,Reedview,Illinois,95531,United States,Loyalty,2022-07-07
CUST100073,Antonio,Keller,antonio.keller73@example.com,+1-203-831-1907x903,83028 Young Street Suite 995,West Nancy,Texas,68822,United States,Returning,2023-06-08
CUST100074,Robert,Hill,robert.hill74@example.com,+1-792-868-7056,46287 Melissa Hills Apt. 708,Faulknerside,North Dakota,18076,United States,Returning,2024-11-09
CUST100075,John,Harris,john.harris75@example.com,+1-317-551-8304x6990,3540 Sharon Streets,Lake Yvonnefort,Kansas,91678,United States,Returning,2023-04-18
CUST100076,Randy,Allen,randy.allen76@example.com,746-578-5445x87717,6093 Allen Plaza Suite 423,Jerryshire,Kansas,65945,United States,VIP,2026-03-28
CUST100077,Diamond,Cohen,diamond.cohen77@example.com,277-272-5228x728,006 Megan Fort,Lake Edwardborough,North Carolina,60271,United States,Returning,2024-09-23
CUST100078,Bruce,Little,bruce.little78@example.com,+1-677-200-8860x084,11823 Christine Glen Suite 461,Susanmouth,Oregon,32378,United States,New,2023-06-23
CUST100079,Kevin,Clayton,kevin.clayton79@example.com,201-466-6870,6591 Jerry Ways,Nelsonland,Utah,37250,United States,New,2026-03-05
CUST100080,Anna,Johnson,anna.johnson80@example.com,703-892-6142x93968,185 Connor Fort,West Cassiefurt,Wyoming,43279,United States,Returning,2021-10-22
CUST100081,Cynthia,Bowers,cynthia.bowers81@example.com,673.558.6629x619,42626 Ward Course,West Seanview,Connecticut,17868,United States,New,2022-04-19
CUST100082,Jacob,Cole,jacob.cole82@example.com,+1-786-810-1581,6618 Ashley Extension,Jacksonview,Maryland,35681,United States,Returning,2025-10-01
CUST100083,Dustin,Jackson,dustin.jackson83@example.com,964-371-5437x993,0659 Brock Isle,Cookberg,Maryland,42531,United States,Loyalty,2023-04-07
CUST100084,Timothy,Thompson,timothy.thompson84@example.com,(554)479-3564x6519,737 Guerra Cliff,Chambersberg,South Dakota,40193,United States,Returning,2023-08-12
CUST100085,Johnny,Moore,johnny.moore85@example.com,(361)379-7968x86805,529 Anna Rue,Rasmussenmouth,Nevada,14387,United States,New,2021-08-23
CUST100086,Corey,Walker,corey.walker86@example.com,001-788-299-3756x7982,46112 Collins Motorway Apt. 875,Davismouth,Massachusetts,09305,United States,VIP,2024-02-09
CUST100087,Bradley,Page,bradley.page87@example.com,7518238282,62266 Jo Flat Suite 966,Lake Jasonview,Wisconsin,92744,United States,Returning,2022-02-01
CUST100088,Barbara,Lloyd,barbara.lloyd88@example.com,+1-725-853-7147,155 Williamson Via Suite 991,West David,Maryland,15829,United States,New,2023-02-10
CUST100089,Nathaniel,Thomas,nathaniel.thomas89@example.com,(969)629-6627x8282,57905 Todd Fields,Maynardhaven,Tennessee,65377,United States,New,2025-01-13
CUST100090,Gail,Perry,gail.perry90@example.com,672.419.0340x438,788 Ashley Grove Suite 807,South Curtis,Tennessee,98981,United States,New,2023-08-30
CUST100091,Kenneth,Kidd,kenneth.kidd91@example.com,445.417.1339x596,09584 Mario Squares,Keithview,North Carolina,89538,United States,Returning,2022-05-13
CUST100092,Derek,Brady,derek.brady92@example.com,(804)822-3253x67294,16845 Clements Islands Apt. 175,Port Amandaborough,Nevada,28268,United States,Loyalty,2025-10-06
CUST100093,Joseph,Clayton,joseph.clayton93@example.com,989-929-7500x17012,3242 Davis Lake,Christopherburgh,Arkansas,52450,United States,Returning,2024-02-26
CUST100094,Jessica,Fischer,jessica.fischer94@example.com,(711)303-7129x38700,271 Patrick Street Apt. 155,Derrickberg,Tennessee,89254,United States,New,2022-10-08
CUST100095,Casey,Elliott,casey.elliott95@example.com,+1-427-353-2697x311,6523 Newman Gateway Suite 043,Lake Peter,Tennessee,07653,United States,Returning,2023-08-04
CUST100096,Troy,Rodriguez,troy.rodriguez96@example.com,491.980.5526x9658,91043 Sandra Turnpike,Hunterhaven,Wyoming,54952,United States,VIP,2025-02-27
CUST100097,Jacqueline,Miller,jacqueline.miller97@example.com,+1-589-424-1418,9146 Brian Corners Suite 179,West Elizabethburgh,Delaware,02161,United States,Returning,2022-09-21
CUST100098,Jacqueline,Martin,jacqueline.martin98@example.com,(688)342-5241x056,917 Dixon Centers Suite 925,West Kerri,Oregon,88859,United States,VIP,2022-07-15
CUST100099,Jeremy,Hicks,jeremy.hicks99@example.com,2038075622,3654 Ashley Crest,East Jeffreyhaven,Arizona,53051,United States,Loyalty,2022-02-21
CUST100100,Natalie,Cline,natalie.cline100@example.com,001-945-718-7053x49493,83206 Jesse Key Apt. 506,Daltonhaven,Kansas,55527,United States,New,2025-09-27
CUST100101,Susan,Kaufman,susan.kaufman101@example.com,(341)303-8657,619 Ryan Curve,West Jose,Massachusetts,52006,United States,Loyalty,2024-04-30
CUST100102,Louis,Nelson,louis.nelson102@example.com,932-791-2127,85374 Baker Crest Apt. 249,East Marymouth,Georgia,12456,United States,Returning,2023-09-01
CUST100103,Tanya,Foster,tanya.foster103@example.com,5443206788,21003 James Locks Suite 199,Samanthaland,Alaska,08951,United States,Returning,2023-03-28
CUST100104,Rachel,Ramos,rachel.ramos104@example.com,(815)810-7029,66253 Joshua Mission Apt. 099,Lake Kenneth,Nebraska,72680,United States,New,2025-08-18
CUST100105,Bruce,Ramirez,bruce.ramirez105@example.com,(963)983-8065,856 White Island Apt. 040,Morenoshire,Iowa,21423,United States,Returning,2022-05-29
CUST100106,John,Allen,john.allen106@example.com,+1-703-796-5223,599 Anna Field,Weaverburgh,New York,05476,United States,New,2022-04-28
CUST100107,Brian,Guzman,brian.guzman107@example.com,4877059325,29218 Yu Landing,Willismouth,Maryland,42785,United States,Returning,2022-09-18
CUST100108,Theresa,Oconnor,theresa.oconnor108@example.com,(475)228-9539x26442,029 Mccall Ridge Apt. 917,West Julie,Kansas,45958,United States,Returning,2024-04-09
CUST100109,Gary,Mcclure,gary.mcclure109@example.com,657-304-3315,67626 Macias Keys,Garciafort,Oregon,85824,United States,VIP,2023-06-22
CUST100110,Francisco,Jones,francisco.jones110@example.com,8404541152,159 Bush Meadows,New Pamela,Hawaii,07520,United States,Loyalty,2022-06-01
CUST100111,Mark,Mccann,mark.mccann111@example.com,(288)744-4310x69872,1497 Collin Ford,Lake Kelly,Colorado,62572,United States,New,2022-07-15
CUST100112,Kyle,Sanders,kyle.sanders112@example.com,941.986.2565x2704,49021 Elizabeth Valley Suite 938,Port Paulhaven,Nebraska,70691,United States,Returning,2025-08-05
CUST100113,Ashley,Young,ashley.young113@example.com,416-508-9899x2172,06163 Mary Green,Reneeland,Colorado,51369,United States,New,2026-04-15
CUST100114,Ray,Nguyen,ray.nguyen114@example.com,387-309-9861x622,8564 Pena Ports,Johnsonview,Montana,19356,United States,VIP,2024-12-21
CUST100115,Benjamin,Preston,benjamin.preston115@example.com,430-674-5054x44713,4691 Scott View Suite 785,New Laceyland,Maryland,93505,United States,Loyalty,2025-11-12
CUST100116,Richard,Deleon,richard.deleon116@example.com,790.923.3030x70534,103 Burns Mission Apt. 798,Maxview,West Virginia,90790,United States,New,2022-04-28
CUST100117,Justin,Hughes,justin.hughes117@example.com,(293)233-3468,29034 Marquez Station Suite 665,Kingmouth,Maryland,89262,United States,Returning,2025-12-25
CUST100118,Madison,Sanders,madison.sanders118@example.com,308-958-9944,4544 Lopez Path,North Linda,Rhode Island,53466,United States,Returning,2024-04-09
CUST100119,Erin,Griffith,erin.griffith119@example.com,+1-974-746-6609x9353,82417 Joyce Stream Apt. 513,Jeffreyport,Nebraska,43927,United States,New,2024-09-18
CUST100120,Jorge,Carter,jorge.carter120@example.com,370-899-9173,0223 Ortiz Port Suite 252,South Marvinburgh,Massachusetts,83666,United States,Loyalty,2022-01-18
CUST100121,Adam,Hill,adam.hill121@example.com,001-229-227-1296x66676,505 Andrew Avenue,East Heather,Minnesota,41407,United States,Returning,2022-08-26
CUST100122,Curtis,Gordon,curtis.gordon122@example.com,721-904-4789x8562,26033 Jason Brooks Apt. 150,Mcdowellview,Wyoming,70589,United States,Loyalty,2021-12-19
CUST100123,Brittney,Williams,brittney.williams123@example.com,600-916-7618,04618 Dean Squares,South Maria,Connecticut,67555,United States,Returning,2022-07-22
CUST100124,Justin,Glover,justin.glover124@example.com,939.534.8356x4208,3001 Mary Skyway Suite 218,Lake Jenniferview,Tennessee,30799,United States,New,2025-06-10
CUST100125,Vanessa,Phillips,vanessa.phillips125@example.com,201.420.4556x110,5794 Nathan Junctions,North Richard,New Jersey,36130,United States,Returning,2024-11-01
CUST100126,Hannah,Mendoza,hannah.mendoza126@example.com,(821)720-2169x79729,277 Paige Mill,North Josemouth,Alabama,92850,United States,New,2026-01-07
CUST100127,Katrina,Ray,katrina.ray127@example.com,001-935-788-9163,89002 Christian Ways Apt. 175,West Tara,Arkansas,66945,United States,VIP,2023-06-13
CUST100128,Andrea,Gray,andrea.gray128@example.com,717.379.7177,016 Johnson Plaza Apt. 199,Pamelaside,Indiana,86300,United States,Loyalty,2025-06-08
CUST100129,Stephanie,Cox,stephanie.cox129@example.com,9373589975,305 Gallegos Union,Amystad,Vermont,14436,United States,Loyalty,2021-12-11
CUST100130,Penny,Vasquez,penny.vasquez130@example.com,001-761-349-3316x373,91779 Tamara Avenue Apt. 869,Glassburgh,Vermont,76333,United States,Returning,2023-01-12
CUST100131,Jessica,Anderson,jessica.anderson131@example.com,(999)458-6693x4654,9848 Joseph Plaza,East Jason,Virginia,38587,United States,New,2024-06-28
CUST100132,Samantha,Anderson,samantha.anderson132@example.com,001-628-885-1587x996,106 Brian Centers,West Karen,Hawaii,38068,United States,Loyalty,2023-09-08
CUST100133,Dwayne,Brown,dwayne.brown133@example.com,638-205-7198x3863,6580 Julia Flats Suite 359,Port Jenny,Illinois,39059,United States,VIP,2025-05-16
CUST100134,Gregory,Fleming,gregory.fleming134@example.com,(628)416-0648,405 Mckinney Drives,East Sarahton,Wyoming,82469,United States,New,2024-02-12
CUST100135,Tracy,Armstrong,tracy.armstrong135@example.com,(815)383-2818x268,35554 Stephanie River Suite 801,Seanbury,Arizona,89964,United States,Returning,2024-04-14
CUST100136,Patrick,Hogan,patrick.hogan136@example.com,964-984-0858,3581 Gary Trail,Lake Cameronborough,Utah,56102,United States,New,2022-06-09
CUST100137,Jamie,Poole,jamie.poole137@example.com,001-361-520-7501x1024,6766 Smith Spring Apt. 809,Port Julieton,Vermont,10015,United States,Loyalty,2024-08-06
CUST100138,Sarah,Rodriguez,sarah.rodriguez138@example.com,+1-849-614-7660x72832,5088 David Avenue,Medinaland,Maryland,28033,United States,Loyalty,2024-06-24
CUST100139,Jason,Whitehead,jason.whitehead139@example.com,322.623.9431x29087,1397 Howard Skyway,North Justin,California,25863,United States,New,2024-04-04
CUST100140,Todd,Murphy,todd.murphy140@example.com,+1-849-629-9556x20533,57775 Tucker Coves Apt. 914,New James,Washington,82633,United States,Returning,2022-03-16
CUST100141,Jessica,Mcclain,jessica.mcclain141@example.com,709.896.9308x48872,427 Randy Parkway,Lake Johnburgh,Wisconsin,67889,United States,Returning,2022-10-01
CUST100142,Sean,White,sean.white142@example.com,001-627-750-3731,38567 Keith Canyon,Dakotahaven,South Dakota,36348,United States,New,2023-10-18
CUST100143,Beth,Hudson,beth.hudson143@example.com,(965)991-8463x8655,272 Chris Row,Jasonburgh,Hawaii,47978,United States,Loyalty,2022-07-24
CUST100144,Donna,Perry,donna.perry144@example.com,417-477-3926x03029,202 Nielsen Path,Greeneshire,South Dakota,02941,United States,Returning,2023-12-19
CUST100145,Stacey,Robinson,stacey.robinson145@example.com,+1-677-423-6929x298,9913 Cruz Coves Apt. 388,Serranoville,Idaho,62874,United States,New,2021-11-20
CUST100146,Natalie,Schmidt,natalie.schmidt146@example.com,001-811-572-9806x86508,5991 Anderson Neck Apt. 149,Scotttown,Virginia,97972,United States,Returning,2021-08-13
CUST100147,Becky,Wilson,becky.wilson147@example.com,6636565126,594 Fischer Loop Suite 258,Kingport,Oregon,45636,United States,Loyalty,2024-12-09
CUST100148,Jill,Wyatt,jill.wyatt148@example.com,+1-813-272-1386x58902,79611 Walker Common,Lake Patrickfurt,South Carolina,86507,United States,New,2025-12-26
CUST100149,Justin,Stuart,justin.stuart149@example.com,2275703843,053 Theresa Corners,Kimberlystad,Texas,52293,United States,Returning,2025-01-01
CUST100150,Brenda,Holmes,brenda.holmes150@example.com,001-911-884-8955x4393,2681 Wesley Junctions,Port Williamview,Ohio,75853,United States,VIP,2023-09-07
CUST100151,Heather,Church,heather.church151@example.com,001-373-657-7907,3356 Black Branch,Johnland,Montana,88803,United States,Returning,2024-06-18
CUST100152,Charles,Velazquez,charles.velazquez152@example.com,555.539.4237x3334,95211 Emma Shore,Austinside,Arizona,63715,United States,Returning,2024-09-17
CUST100153,Christine,Vasquez,christine.vasquez153@example.com,001-447-228-4639,8085 Dalton Trail Apt. 718,Stewarttown,Alabama,88857,United States,Returning,2023-05-07
CUST100154,Nicolas,Garcia,nicolas.garcia154@example.com,(494)928-4347x955,65564 White Curve Apt. 143,Chaseborough,Georgia,97303,United States,New,2022-10-29
CUST100155,Thomas,Smith,thomas.smith155@example.com,(472)288-5744x89061,7175 Ward Points,Mauricechester,Delaware,46519,United States,New,2023-04-01
CUST100156,Barbara,Santos,barbara.santos156@example.com,+1-824-655-8771,225 Welch Ports Suite 112,Jeremymouth,Tennessee,38689,United States,Returning,2023-10-31
CUST100157,Catherine,Foster,catherine.foster157@example.com,359.587.6220x234,1117 Anthony Locks,North Joseberg,Colorado,86331,United States,Returning,2024-11-14
CUST100158,Kyle,Wright,kyle.wright158@example.com,672-928-2005x5778,829 Welch Roads,Millsside,Maryland,46005,United States,New,2025-08-26
CUST100159,Amber,Ballard,amber.ballard159@example.com,645.964.2400x825,774 Katie Union,Carlatown,Oklahoma,49475,United States,New,2023-02-27
CUST100160,Robert,Castro,robert.castro160@example.com,(632)666-3416x3894,12241 Williamson Groves Suite 350,North Tara,Alaska,24872,United States,New,2022-06-04
CUST100161,Julian,Martinez,julian.martinez161@example.com,703.912.0735x647,1204 Jones Mountains,East Paula,Kentucky,50515,United States,Returning,2021-08-30
CUST100162,David,Tate,david.tate162@example.com,567.930.3718,452 Julie Plaza Apt. 474,West Paige,Texas,29046,United States,New,2022-07-07
CUST100163,Joel,Hamilton,joel.hamilton163@example.com,9244916300,32719 Galvan Trace Apt. 052,East Tonymouth,Oklahoma,84996,United States,VIP,2024-07-05
CUST100164,Linda,Gonzales,linda.gonzales164@example.com,606.952.4077,285 Oconnor Harbor,North Amanda,New Hampshire,39255,United States,Loyalty,2023-10-18
CUST100165,Amber,Gibson,amber.gibson165@example.com,001-986-420-9593x51863,6511 Bradley Curve Apt. 031,Leeton,Oregon,84616,United States,New,2024-11-10
CUST100166,Diane,Fox,diane.fox166@example.com,001-994-205-3910x371,650 Rice Street Apt. 413,North Jessicaside,Missouri,25333,United States,New,2023-03-14
CUST100167,Alicia,Wright,alicia.wright167@example.com,+1-828-786-1957x6122,975 Pierce Islands,Robertchester,Washington,42896,United States,Returning,2023-08-08
CUST100168,Anna,Lewis,anna.lewis168@example.com,001-684-257-7600x49082,35048 Clinton Mount Suite 224,Pamelabury,Iowa,34087,United States,New,2024-02-10
CUST100169,Christopher,Ross,christopher.ross169@example.com,615.272.7919,05566 Molly Forks Apt. 604,West Amberberg,Massachusetts,66351,United States,New,2023-06-07
CUST100170,Eric,Nunez,eric.nunez170@example.com,(379)998-1364x6225,641 Shaw Trail,Port Dennis,Oklahoma,26467,United States,VIP,2025-09-14
CUST100171,Randall,Duncan,randall.duncan171@example.com,+1-398-333-1465,5535 Wheeler Burg Suite 259,Hansonmouth,Arizona,31104,United States,Returning,2023-04-03
CUST100172,Gina,Moore,gina.moore172@example.com,001-911-203-9240x5147,83388 Dunn Road Apt. 069,West Georgeport,Illinois,91796,United States,Returning,2023-11-11
CUST100173,Brian,Pena,brian.pena173@example.com,5168451046,7981 James Mount,North Johnhaven,Maryland,44222,United States,Loyalty,2025-09-21
CUST100174,Phillip,Moore,phillip.moore174@example.com,(655)543-8404x608,6216 Robert Ports,South Tara,Rhode Island,43661,United States,Loyalty,2025-05-17
CUST100175,Amy,Clark,amy.clark175@example.com,(498)432-4826,88125 Jessica Track Suite 664,Reeseview,Georgia,25133,United States,New,2022-06-18
